bigram,w1_freq,w2_freq,bigram_freq,tp_b,tp_d,log_lklhd,dice,t_score,z_score,mi_score,mi3_score,g_score,delta_p12,delta_p21
modern society,721,1542,7,0.02,0.04166666666666666,13.513456106185913,-4.538208732021414,12.395607314004405,12.490006840502256,4.599914902359585,10.214624746474794,-2.9395775575215057,0.004331881538868836,0.009215185086592309
significant progress,1842,347,7,0.0625,0.018867924528301886,16.743192411959168,-4.490543935585674,16.568040569614222,16.779103819357914,5.398508202845846,11.013218046961056,-2.733231062859581,0.019295989158861226,0.0036957443684956797
democratic governance,824,28,7,0.5,0.03125,36.142810009419925,-3.1435133706115166,80.46587182569182,90.37440849109963,10.19050195227462,15.805211796389827,-1.9956716586143768,0.1997861051407449,0.008416316266869523
moral rules,906,416,7,0.1,0.027777777777777776,19.89374224841595,-3.768994448358845,21.78930685117081,22.06567421967672,6.1605504433281135,11.775260287443324,-3.06180023674346,0.01631328785011367,0.007559034571344298
substantial numbers,251,512,7,0.0625,0.14285714285714285,26.328523375093933,-2.987060944292502,37.35589691474635,38.137578684369785,7.7128138475646715,13.32752369167988,-3.1534583947655705,0.013422311356537521,0.026998866637320755
financial security,483,627,7,0.045454545454545456,0.05555555555555555,21.20376919209957,-3.519716476105718,24.363465486820783,24.68271214822475,6.47615638987763,12.09086623399284,-2.7477286849203857,0.010915620674103241,0.014122948587585728
normal subjects,290,1389,7,0.02127659574468085,0.09090909090909093,19.481495499610897,-4.110656413780434,21.00697245087096,21.318810566913854,6.064617427519115,11.679327271634323,-2.766357093115808,0.0049390376807212115,0.02320851823865768
poor quality,473,808,7,0.05555555555555555,0.09090909090909093,19.813487865030766,-3.724026538458708,21.6455102465724,21.9057512520865,6.140449545424253,11.755159389539461,-3.6735701182078655,0.008466163988012648,0.014373590901193316
professional educators,691,383,7,0.07692307692307693,0.03225806451612903,22.006427377462387,-3.472752997135132,26.064397513498307,26.442916628661862,6.670614919202227,12.285324763317435,-2.5954179528910064,0.017769341188210327,0.009929222336170563
international understanding,2077,986,7,0.043478260869565216,0.016129032258064516,10.022003166377543,-4.9725988842183355,8.816735549894206,8.871596900931944,3.7186280642928833,9.33333790840809,-3.37788727939388,0.006510370694724161,0.0031029889027072923
specific characteristics,1103,684,7,0.037037037037037035,0.02325581395348837,15.783211171627045,-4.1998726217910685,15.239827515784024,15.374264173067765,5.159287811038162,10.77399765515337,-2.584889657067535,0.009843948757527076,0.0061287463538633
marine resources,128,952,7,0.028571428571428567,0.25,26.59015671163797,-3.480687178677349,37.99691489331853,39.172136466934255,7.789539638207498,13.404249482322706,-2.8771325779910515,0.007266037683043837,0.05160473881736609
municipal elections,25,316,7,0.06666666666666668,1.0,42.53696656227112,-1.8569653702768365,135.07414964906835,154.51042343084438,11.736720463563616,17.35143030767882,-2.3747475392422763,0.02166533575064816,0.21866796154161688
proximate cause,13,453,7,0.09090909090909093,1.0,43.720797657966614,-2.2921807514933104,143.17687676727454,178.96765656675598,12.160550443328114,17.775260287443324,-2.391125912035573,0.015214016038967585,0.34988239841806396
urban system,432,3432,7,0.010752688172043013,0.1,11.835029289126394,-5.306387243991584,10.554558008308767,10.657204015704043,4.184636061852428,9.799345905967638,-3.4823191645940352,0.0019233249645177546,0.015055050532456371
verbal expression,305,386,7,0.09090909090909093,0.07142857142857142,26.860218808054924,-2.8467696031709475,39.0536649784415,39.862643735566735,7.8392349317971135,13.453944775912321,-2.7473762455479864,0.017732521919215267,0.02233568772240895
environmental contamination,959,27,7,0.5,0.023809523809523808,35.421573601663106,-3.351074440546878,75.71076115352705,85.30197563581294,10.024082894333839,15.638792738449052,-1.8390908439338272,0.20563342335139115,0.007239366670516413
economic institutions,2895,832,7,0.027027027027027032,0.010638297872340424,9.115927003324034,-5.254498406435618,8.0090240593707,8.062934378297648,3.484570050497752,9.09927989461296,-2.6485398378034493,0.007592182169631917,0.0021961585059387017
perfect games,77,52,7,0.3333333333333333,1.0,46.855741262435906,-0.5451614926631813,195.1055085815102,217.072542116223,12.717131142679449,18.331840986794656,-3.3046165536563747,0.11862407617232185,0.08331983240851998
major component,1751,205,7,0.125,0.017241379310344827,20.14575958251953,-4.329270070228532,22.191785103790107,22.628765852796327,6.2309139335764385,11.845623777691646,-2.7592474610873783,0.03256445069580903,0.003928574811622226
good teachers,1469,2586,7,0.01492537313432836,0.020408163265306117,6.669496305286884,-5.375748720958502,6.025313194630166,6.053709377585001,2.8272321611489084,8.441942005264117,-3.1618715198934613,0.00231831492091868,0.004071577487314539
pure moment,195,480,7,0.08333333333333333,0.25,28.221411406993862,-2.813650328589083,43.640258052766335,44.74561385574109,8.170136492157313,13.784846336272519,-3.6837643534471662,0.014323090044034318,0.03452885527222551
digital simulation,23,99,7,0.16666666666666666,1.0,49.894020080566406,-0.4727529971351313,243.5848273625476,287.86743579226345,13.531438825378821,19.146148669494025,-2.047034298725058,0.066031764241196,0.2333076299632061
essential features,664,305,7,0.09090909090909093,0.05263157894736842,23.604076519608498,-3.3263377622253723,29.791404434991964,30.29887198041425,7.056652537718269,12.671362381833475,-2.984439376008408,0.022263528400021836,0.010353007844669285
careful study,120,3552,7,0.020408163265306117,0.16666666666666666,19.051169335842133,-5.233130511515505,20.09123167459277,20.699840670570193,5.983050939556817,11.597760783672026,-3.3873577814447984,0.0019356891889874296,0.054196730490803514
fundamental question,510,1551,7,0.03571428571428571,0.05263157894736842,15.498780958354473,-4.404185777006441,14.849545526964247,14.990892502600383,5.091020993620494,10.705730837735699,-3.4126021014426398,0.004360542493411652,0.013137117454054508
particular place,1190,1726,7,0.03333333333333333,0.024390243902439025,10.007116749882696,-4.901975105194404,8.80436188144821,8.854438540970325,3.7143947941411817,9.329104638256391,-3.5286807112718583,0.003730366103540745,0.0054000210487718595
specific area,1103,1363,7,0.02631578947368421,0.02325581395348837,11.775442019104958,-4.66141456115903,10.511852079153405,10.578815175164976,4.164570479118851,9.779280323234056,-2.9326258774194605,0.004823191788361476,0.005952546708663077
different regions,2783,137,7,0.14285714285714285,0.0125,19.73848206549883,-4.903943311558182,21.350657788798628,21.941264326793302,6.1439001252233085,11.758609969338515,-2.6315086055141936,0.04788906397386067,0.002473391614221854
legislative branch,180,224,7,0.16666666666666666,0.16666666666666666,33.27118813246489,-2.0926492879656746,65.99208274307364,68.31282796378014,9.385149383128164,14.999859227243373,-3.1292636661785136,0.03025629788558312,0.03737499984728143
different approaches,2783,181,7,0.1,0.0125,18.109363369643688,-4.925418194466892,18.59951190584052,19.000917680121837,5.742086321100629,11.356796165215835,-2.553349767013162,0.03651199541594104,0.002461968543688429
educational leaders,951,767,7,0.028571428571428567,0.02127659574468085,15.983018308877945,-4.143513370611517,15.514944078154624,15.650328363874893,5.2079731031519465,10.822682947267154,-2.2026849026025475,0.00879707412253187,0.007107787672602667
different races,2783,35,7,0.3333333333333333,0.0125,27.55322576314211,-4.852895705967789,39.9573408288546,43.874026201334715,8.112649191238871,13.727359035354073,-2.1141736015626864,0.16594461952941622,0.0024998733724358804
cognitive process,665,2123,7,0.022222222222222227,0.03448275862068965,12.12992598116398,-4.837531396315611,10.872991609484467,10.954055298357906,4.255258215221513,9.86996805933672,-3.09459388449169,0.003113756393541704,0.009865761669623595
cognitive functions,665,217,7,0.09090909090909093,0.03448275862068965,25.623820886015892,-3.1926450779423963,35.21071272954754,35.97234062756837,7.545595638682411,13.16030548279762,-2.2226729933008427,0.03107737141701588,0.010360328682377436
positive influence,622,788,7,0.047619047619047616,0.043478260869565216,18.335241578519344,-3.861023586851189,19.066694669658855,19.26538830858541,5.781534811928464,11.396244656043672,-3.0306012308338595,0.008643563510905842,0.010924223984917616
sexual variety,1314,1117,7,0.1111111111111111,0.0196078431372549,11.91297823190689,-4.6409089057243875,10.653168801829024,10.722197747360251,4.199194370709798,9.813904214825008,-4.178362489942585,0.005886711768618664,0.005009085815101562
national treatment,1907,422,7,0.05555555555555555,0.01492537313432836,15.3910913169384,-4.579431394747926,14.698841545709286,14.859528833058574,5.0661690844955025,10.680878928610708,-2.611407244238673,0.01582213420769226,0.003547707604718217
special case,986,2007,7,0.03125,0.03571428571428571,10.214518897235395,-4.939399308458795,8.993692450867723,9.047320571801388,3.7680886637749134,9.38279850789012,-3.808291992313416,0.003219734066598441,0.006528526005763736
international behavior,2077,1357,7,0.025,0.016129032258064516,8.25991489738226,-5.13683421497389,7.289058517531451,7.327833723524939,3.257866895251942,8.87257673936715,-3.1438773464413265,0.004592990086182846,0.0030067222667912413
cultural forms,1119,689,7,0.0625,0.02631578947368421,15.655593574047089,-4.216597399686843,15.067111641812431,15.198890033189311,5.128002907834757,10.742712751949963,-3.25343679924879,0.009767022210403731,0.006037838596819326
urban school,432,3406,7,0.01818181818181818,0.1,11.878683507442474,-5.296682143728251,10.599435072123356,10.70256392932006,4.195607179673432,9.810317023788636,-3.999980873129601,0.0019388310767801328,0.015061789117038487
other texts,8884,181,7,0.09090909090909093,0.004545454545454545,11.306692436337473,-6.533607842194097,9.96700408278775,10.19892677530768,4.067517836885257,9.682227681000462,-2.607161099018785,0.034932738550000134,0.000740320983371101
sexual pleasure,1314,145,7,0.125,0.0196078431372549,23.912997871637344,-3.909831870920641,30.429532233395662,31.25497203295904,7.144698751178177,12.759408595293387,-2.2544774689503417,0.045711585340448585,0.005261369996465582
monetary rule,488,565,7,0.043478260869565216,0.05555555555555555,21.764852918684483,-3.444634616709217,25.546379368429704,25.894743658049133,6.611513006650005,12.226222850765215,-2.6094548650636478,0.012111075591988485,0.013994740936324244
growing concern,289,747,7,0.03333333333333333,0.16666666666666666,23.218317948281765,-3.4214637684382767,28.8385481779288,29.328359413027755,6.964467286225528,12.579177130340733,-3.1977147242444124,0.009208790259452091,0.02345473766131984
new method,4878,526,7,0.06666666666666668,0.005649717514124294,8.755351535975933,-5.788834834086807,7.691512759719272,7.764402708812184,3.3933643694269566,9.008074213542164,-2.981771559726909,0.011868302568166324,0.0012964077923588288
large logs,1619,7,7,1.0,0.02325581395348837,38.83001627027989,-4.064770255390238,90.97538159035507,129.01817196320204,11.216115209155273,16.83082505327048,-1.6824536889287591,0.4995798248448349,0.004303225597009889
serious illness,395,79,7,0.2,0.07142857142857142,34.72271967679262,-2.3160274934476783,73.78966042741808,77.68153179662023,9.754867810273872,15.369577654389081,-2.2080180772081577,0.0812928028674087,0.017392424446776782
leading role,104,2268,7,0.020408163265306117,0.5,22.57632052153349,-4.605668483580019,27.08169783348345,28.030851505498557,6.836712758432123,12.451422602547328,-3.8942567872078167,0.0030499215918413976,0.0624745536318621
political ends,5244,64,7,0.25,0.005917159763313609,20.339010395109653,-5.763042950907012,22.18796022987372,23.43396010072525,6.327905431293688,11.942615275408896,-2.3157095540896715,0.09723186582925594,0.0013164629423681028
great men,1171,1783,7,0.02325581395348837,0.03225806451612903,9.915196262300013,-4.920565532505594,8.72062296406826,8.770073568325584,3.690741053389232,9.30545089750444,-3.464658363171522,0.0036066723878320525,0.0054795570582862295
historical periods,676,243,7,0.1,0.04166666666666666,24.85132234543562,-3.2510234267365514,33.03508351613935,33.69058852430347,7.358665461627478,12.973375305742685,-2.6367952979308953,0.027824516407715882,0.010185814171698572
direct contact,641,171,7,0.14285714285714285,0.03333333333333333,27.26103326678276,-3.0752881273042374,40.27685244408285,41.32806942797843,7.942324340010804,13.55703418412601,-2.3657651845952348,0.03915944328144138,0.010758073235491257
particular individuals,1190,1018,7,0.037037037037037035,0.024390243902439025,13.018575094640255,-4.502933257273884,11.838001436865373,11.920814564499247,4.476089697244442,10.09079954135965,-3.1060745523967794,0.006520396081163084,0.005583712922792401
new possibilities,4878,153,7,0.2,0.005649717514124294,15.7561127692461,-5.685928709878513,15.088508733194079,15.471154119704062,5.174895516026608,10.789605360141811,-2.8455205570497455,0.04248509431300685,0.0013932352015186985
professional standards,691,513,7,0.04166666666666666,0.03225806451612903,20.26376163959503,-3.6355885737911238,22.495684970945447,22.770814330673016,6.2490004855201295,11.863710329635339,-2.2745543359947207,0.013282161701030838,0.009895477419121132
social consequences,5779,369,7,0.07692307692307693,0.008695652173913044,9.766123130917551,-5.9744731229241435,8.562342386602516,8.669463134770375,3.660276240879444,9.274986084994651,-3.371080796422892,0.01711882888110821,0.0011140200440583304
artistic place,113,1726,7,0.03333333333333333,0.16666666666666666,23.7355939373374,-4.240937321912058,29.89249930534329,30.87520552723708,7.110961689921299,12.725671534036506,-3.0961725413548766,0.0040099002315540175,0.057885401165730925
quantitative data,76,1903,7,0.020408163265306117,0.2,25.456268839538094,-4.34601615072385,34.30031350452576,35.92101888470308,7.5423700417978345,13.157079885913044,-2.4888416989271267,0.003645189468041485,0.08384350480838057
important considerations,3728,99,7,0.14285714285714285,0.01282051282051282,19.878084883093837,-5.292556404415857,21.512556339746517,22.314019022766328,6.190814636781553,11.805524480896759,-2.62430775208454,0.06507074629918401,0.0018484599498192207
hazardous waste,55,44,7,0.3333333333333333,0.25,49.74592596292496,-0.20546911829997944,244.27732202485103,279.23443457528504,13.443566069353485,19.05827591346869,-1.4147958712521052,0.13724062214758506,0.11289180192326599
evolutionary history,33,1805,7,0.022222222222222227,0.5,30.49835505336523,-4.240158539145028,50.89051193277246,56.15113141509065,8.822180160382455,14.43689000449766,-2.6031934637925698,0.003854566720977666,0.17453157532645047
external validity,507,306,7,0.08333333333333333,0.05263157894736842,25.204109370708466,-3.0770336750560663,34.0456772952739,34.67808901089539,7.44112762181945,13.055837465934653,-2.6309301784784966,0.022232598783962658,0.01353923453191975
common experience,1322,1453,7,0.018518518518518517,0.02631578947368421,10.383825726807117,-4.8308223749131045,9.152475133646492,9.205489739158402,3.811031952374909,9.425741796490117,-2.949896179580628,0.004451398636885934,0.0048900083108862225
small amounts,1452,116,7,0.25,0.028571428571428567,24.62367666512728,-4.012824040357584,32.213238713422214,33.27026779298502,7.322550668392119,12.93726051250733,-3.200824665771175,0.05653371872359799,0.004767689769707796
main problem,593,1869,7,0.027027027027027032,0.0625,13.527742236852644,-4.659085755099056,12.408006092857326,12.510408489849253,4.6044182532242806,10.219128097339489,-3.643026273458656,0.003577402436845129,0.011181641085395036
personal factors,1075,1034,7,0.022727272727272728,0.02564102564102564,13.51758012920618,-4.4371788117901705,12.403442439413276,12.492891597562465,4.6002159867236845,10.214925830838895,-2.581694417471603,0.006445272009174542,0.006201108656195926
modern art,721,809,7,0.038461538461538464,0.04166666666666666,17.303676664829258,-3.977747193152872,17.431232431999334,17.598156563737675,5.530506059844642,11.14521590395985,-2.9484673878633867,0.008391268366550199,0.009405382655539378
visual imagery,369,88,7,0.14285714285714285,0.06666666666666668,34.50336387008429,-2.264873405497575,72.59112419776906,76.1470260690598,9.69744877681775,15.31215862093296,-1.842352810250584,0.0735884137712037,0.01859417377123177
possible solutions,1699,154,7,0.16666666666666666,0.038461538461538464,22.01250803470612,-4.251796368110994,25.945703397569016,26.601715822599736,6.687100723636321,12.301810567751527,-3.533071418725397,0.04303733266248727,0.004063182849682369
systematic study,161,3552,7,0.020408163265306117,0.2,17.34068776667118,-5.249089259613641,17.372270306857633,17.77274897276124,5.55902465705072,11.17373450116593,-3.8635919604411697,0.0019250448619213703,0.0407452869212497
political cartoons,5244,12,7,0.5,0.005917159763313609,29.2728338688612,-5.748877402409369,43.33183807750946,54.67305959558933,8.74294293057253,14.357652774687738,-1.3348803010779453,0.36706136916506027,0.0013299637830543685
international oil,2077,682,7,0.03225806451612903,0.016129032258064516,12.111270807683468,-4.822522056924272,10.853959379703829,10.938051618141381,4.250443971646623,9.865153815761829,-2.71076759407871,0.009620676945884312,0.0031818842807421433
immediate family,285,1649,7,0.027777777777777776,0.125,18.56027446687221,-4.313068117967133,19.40141847733261,19.68633667298889,5.842163609025871,11.456873453141078,-3.5056327245816767,0.004153062162841964,0.023544645089107124
proposed club,178,125,7,0.125,0.16666666666666666,36.80736098438501,-1.6936291860241988,87.83116547920156,92.02258529623384,10.242839685886956,15.857549530002165,-2.2470759785758694,0.052984089837942436,0.037805384306750865
large groups,1619,2232,7,0.013888888888888888,0.02325581395348837,6.9316463470458975,-5.3015428546970025,6.227687585831969,6.257095138903858,2.8993488193836896,8.514058663498897,-3.1705307443585924,0.002706220557206541,0.0037258696284704898
globular cluster,19,89,7,0.3333333333333333,0.5,51.52012483775616,-0.31602749344767805,274.9492389176345,334.05042575739856,13.960696457105458,19.575406301220667,-1.7494955815598987,0.07291173359418036,0.2692076621006618
other terms,8884,618,7,0.045454545454545456,0.004545454545454545,4.798764117062092,-6.601429712309925,4.626580808552436,4.673845122407403,2.2959006960640878,7.910610540179294,-3.142005344650705,0.008898695996808637,0.0006268832899447782
religious thought,1105,266,7,0.1,0.02564102564102564,21.362487472593784,-3.8209604168213422,24.652640434129307,25.065669459885694,6.5192443117354575,12.133954155850663,-2.7331298854992334,0.02535420940250251,0.006225905442691816
collaborative learning,52,339,7,0.05555555555555555,0.3333333333333333,38.05289730429649,-2.047068253656779,96.07756864413632,103.39826268188708,10.578776220238003,16.193486064353213,-1.8964394812869767,0.02021771294801902,0.11855605871012632
neutral position,49,1319,7,0.03125,0.25,30.18745595216751,-3.8178320562730494,50.27492714255058,53.898944466482,8.704418708148689,14.3191285522639,-2.3325988887976976,0.005266312655585322,0.12465765646514078
entire region,457,629,7,0.1111111111111111,0.1,21.514992907643318,-3.4885779642968133,25.01195352481077,25.34929414835449,6.551390839578082,12.16610068369329,-4.177184679153753,0.010887649424874132,0.014922922094369056
genetic uniqueness,164,29,7,0.5,0.16666666666666666,45.660865120589726,-1.078777113384117,175.05178377963261,199.17053521645423,12.468824401769789,18.083534245884994,-2.0904353099120456,0.19440186584278804,0.04092814310774242
real language,928,1084,7,0.025,0.04,14.098504953086376,-4.36970861468593,13.087177031696166,13.185559268116698,4.744227365033999,10.358937209149207,-3.0218693376930283,0.006175247194230608,0.007205264050185779
profound sense,99,1850,7,0.025,0.3333333333333333,24.090599991381172,-4.324134613350963,30.737864764349666,31.875064330088446,7.201691226032157,12.816401070147364,-3.438748727314288,0.003743817362236797,0.06555763860471098
economic reasons,2895,538,7,0.0625,0.010638297872340424,11.560772359371185,-5.136415739252061,10.282846243672617,10.37494949330396,4.113547406082219,9.728257250197426,-3.050895147548468,0.012092953074269374,0.002272464543805159
agricultural production,113,935,7,0.04,0.2,27.43224724382162,-3.4378582066889467,40.68873849011696,42.093782617540214,7.995355884325255,13.610065728440464,-2.8478003125881,0.0074016597933511796,0.05809063196062994
international events,2077,691,7,0.043478260869565216,0.016129032258064516,12.036180540919304,-4.827196860427032,10.775832925210722,10.858618621455438,4.231530000282536,9.846239844397743,-3.0223707485589144,0.00948967857192762,0.0031795483834463115
major objective,1751,142,7,0.2,0.017241379310344827,22.308579109609127,-4.282379284197549,26.58106358911673,27.302006127856345,6.760646913577203,12.37535675769241,-2.8620681687959664,0.04652544854309281,0.0039449304485604155
economic security,2895,627,7,0.045454545454545456,0.010638297872340424,10.693684801459312,-5.1731927152762225,9.436796815824312,9.512826856239883,3.892688135836805,9.507397979952014,-2.88552939690107,0.010289925840744065,0.0022493638676881205
personal assistant,1075,14,7,0.5,0.02564102564102564,38.13255126774311,-3.4925072314761745,91.05956550529379,111.93453464827877,10.806881534981015,16.421591379096224,-1.3706041453768034,0.33305430178823314,0.006465866023979448
moral issues,906,1237,7,0.02325581395348837,0.027777777777777776,13.469374090433119,-4.460100617045247,12.347454490619755,12.436620501212683,4.588360376492838,10.203070220608048,-2.692944326175168,0.0053918341394419275,0.007345964314076274
actual production,389,935,7,0.04,0.1111111111111111,20.104428559541702,-3.7711525565262534,22.18150816516395,22.470019296174698,6.211908501754253,11.826618345869461,-3.496205172592086,0.00733000941005219,0.01743406630406429
conscious effort,115,838,7,0.038461538461538464,0.25,27.98995380103588,-3.3026622353616335,42.62289590379822,44.09078580602621,8.128060916871716,13.742770760986922,-2.939739031593334,0.008254166342520979,0.057159520975641614
random order,88,864,7,0.029411764705882356,0.16666666666666666,29.3731112331152,-3.3011695347205654,47.61120812967815,49.675963506725886,8.470038280714677,14.084748124829883,-2.028969291327419,0.008013891874658991,0.07345993475017625
upper hand,251,986,7,0.047619047619047616,0.14285714285714285,22.39070634543896,-3.674156230050612,26.883384039523488,27.358495914796148,6.767370011186758,12.382079855301964,-3.5368564088450563,0.006984180859241418,0.02687584670448979
descriptive research,51,2640,7,0.012195121951219513,0.25,25.764629922807217,-4.786703034598968,34.86132803985604,37.239701470116955,7.64560984529813,13.260319689413338,-2.125525922369917,0.002631261916100729,0.12000468385818215
new life,4878,2896,7,0.013888888888888888,0.005649717514124294,1.0268981531262398,-6.312327324605086,1.7291966122212208,1.7389185837498606,0.9324374716360536,6.5471473157512605,-3.1189401825809617,0.0011463929695690275,0.0006816151650857537
radioactive materials,41,367,7,0.07142857142857142,0.3333333333333333,38.91982001066208,-2.106389344591977,102.46353305317517,111.9255419771888,10.807169144054146,16.421878988169354,-1.989443998364883,0.018705932549756246,0.14573805575235582
economic effects,2895,1181,7,0.03225806451612903,0.010638297872340424,7.2216755747795105,-5.3831752837139035,6.452639308908268,6.488585743237097,2.979216519241686,8.593926363356895,-3.1757549213386813,0.00514117226927756,0.002105592646546459
social norms,5779,195,7,0.16666666666666666,0.008695652173913044,13.3665142506361,-5.933148661943209,12.156339016861555,12.409165413015616,4.5804229331902295,10.195132777305437,-3.506473599179593,0.033155272951047116,0.0011591902107612
mystical experience,34,1453,7,0.018518518518518517,1.0,31.647345826029774,-3.93699841750548,56.02493274839736,61.683061410529874,9.092075572632261,14.706785416747467,-2.9269418435115435,0.0047856929789278965,0.1703545974940241
major focus,1751,544,7,0.09090909090909093,0.017241379310344827,14.409530714154243,-4.558342613658907,13.456714963491548,13.58053137881858,4.822931191831545,10.437641035946754,-3.4167329976863776,0.012249756999955863,0.003840575092636742
immaterial individuality,13,42,7,0.25,1.0,57.74555131047964,0.5061853873370393,438.81978106558034,587.906509745394,15.59160026059559,21.206310104710802,-1.024504316514388,0.1428537675917626,0.34998909537856954
federal policy,573,2255,7,0.018518518518518517,0.05555555555555555,12.637000523507595,-4.857980995127573,11.410104916614868,11.503436253571794,4.383054354615794,9.997764198731003,-3.3006148660804526,0.002945856857969543,0.01148382740259012
very concept,449,779,7,0.09090909090909093,0.07692307692307693,20.341662757098675,-3.663739614105273,22.64170352640676,22.926208986984534,6.2683062487126255,11.883016092827832,-3.910369005242469,0.008789289138889203,0.015148661122905112
posttraumatic stress,7,181,7,0.14285714285714285,1.0,52.046742372214794,-1.0435016386365863,267.75012295597213,385.91929462192047,14.377156592374632,19.99186643648984,-1.3066767331551992,0.037232225099770866,0.4999530079702118
special problems,986,1907,7,0.014285714285714284,0.03571428571428571,10.502467527985573,-4.890605512021028,9.262348008512204,9.318295808642413,3.841824436824775,9.456534280939982,-2.9744229098678656,0.00340132603670529,0.006554463308601427
precompetitive mood,13,48,7,0.3333333333333333,1.0,56.9911072999239,0.3858911536193273,414.1912868515972,549.9341642906942,15.398955182653193,21.013665026768397,-1.4457177815906914,0.12726935200734704,0.349987537594922
great potential,1171,297,7,0.09090909090909093,0.03225806451612903,20.360959336161613,-3.9186198881906256,22.651570567850033,22.996855811351015,6.276512920213461,11.89122276432867,-3.0356427270062736,0.022722373652166068,0.005865168895838778
other animals,8884,138,7,0.14285714285714285,0.004545454545454545,12.834053359925747,-6.526758711277878,11.520621878598266,11.856384438891807,4.4588392671902914,10.0735491113055,-2.787902876653221,0.04597455806577416,0.0007514844357667915
enormous amount,108,925,7,0.045454545454545456,0.5,27.76288136094809,-3.4173358828156006,41.79537301816809,43.29857508652192,8.076160343948299,13.690870188063505,-3.835915032607757,0.007482689639115275,0.06062945895804176
environmental programs,959,1784,7,0.014084507042253518,0.023809523809523808,11.037058547139168,-4.814173707894983,9.77406073459774,9.835031226827217,3.9780704965770073,9.592780340692213,-2.4603345945880832,0.0036595014543241147,0.0067833994310496325
current status,915,815,7,0.028571428571428567,0.03571428571428571,15.853006079792975,-4.153474480661719,15.33664902512435,15.468457647356136,5.176073219225597,10.790783063340808,-2.7427393087411405,0.008278303952634986,0.0073806317661238565
considerable degree,215,1252,7,0.037037037037037035,0.125,21.875360861420628,-3.9176460811736393,25.71579199180869,26.21053467713693,6.646145704993364,12.260855549108571,-3.2360368739929153,0.005504149459575013,0.031206572047646094
political realities,5244,106,7,0.2,0.005917159763313609,17.445479176938537,-5.774383677789265,17.441744276806187,18.058127289659232,5.599984976730489,11.214694820845695,-2.597122013527857,0.060587219188348564,0.0013055586833252805
everyday language,103,1084,7,0.025,0.3333333333333333,27.083515249192715,-3.6153105915904264,39.47924320500912,40.93772221131721,7.915707832978351,13.530417677093562,-2.9438301293365545,0.006389390126640504,0.06335499667050662
fundamental values,510,1084,7,0.027777777777777776,0.05263157894736842,17.617313310503963,-4.036341847063722,17.909154840022133,18.095993610811114,5.607854923302712,11.22256476741792,-2.8030456919847864,0.0062837348161738,0.013258284871667176
international economy,2077,871,7,0.038461538461538464,0.016129032258064516,10.719296976923944,-4.91764608117364,9.466657703453423,9.52979940306012,3.8975429920719296,9.512252836187141,-3.1312705795514146,0.007433690424862463,0.0031328327295231644
disruptive behaviors,73,339,7,0.05263157894736842,0.2,36.10143214464188,-2.11999977611063,82.48706829132719,87.24486833887397,10.08939137949908,15.70410122361429,-1.670762358817674,0.020212260754797803,0.08741199091351615
single party,659,882,7,0.037037037037037035,0.07142857142857142,17.324038229882714,-3.9879890209027566,17.461573688998886,17.63023296340425,5.535587900949871,11.150297745065078,-3.446201096779084,0.007702944449719754,0.010281563392103316
erotic preference,68,204,7,0.125,0.25,39.55743958055972,-1.5451614926631814,109.14106095397615,116.57737930621106,10.924469218293607,16.539179062408813,-2.18007149810997,0.03315770046805292,0.09328037025690554
specific circumstances,1103,335,7,0.05,0.02325581395348837,20.004453442990783,-3.8891158938805424,21.982746357714195,22.29227292614543,6.189123040578925,11.803832884694133,-2.1711668637203894,0.020181538994576528,0.0062193355848049895
professional culture,691,1436,7,0.02083333333333333,0.03225806451612903,14.175625123083591,-4.4493592362703005,13.17706571644182,13.282048125748096,4.763975467304133,10.378685311419341,-2.610748059872176,0.004671628090497228,0.009655953986647071
commercial enterprise,410,225,7,0.14285714285714285,0.06666666666666668,28.31618282943964,-2.7273648238839305,44.00903111601828,45.07685740404773,8.191096110792959,13.805805954908168,-2.886476913634624,0.030065974087043187,0.016728155904062958
large firms,1619,176,7,0.09090909090909093,0.02325581395348837,21.51530744880438,-4.206266848506034,24.90630925590944,25.468420425225805,6.5640385125755785,12.178748356690786,-2.5091322621132277,0.03783119096505352,0.004259349083695712
other feet,8884,195,7,0.05882352941176471,0.004545454545454545,10.890027552843094,-6.535830793390278,9.568084338786862,9.777765987564221,3.960033410218852,9.57474325433406,-2.2463455550588605,0.03235216134334329,0.0007366864247501633
political movement,5244,954,7,0.030303030303030307,0.005917159763313609,5.263990044593812,-5.986132270272094,4.970873314540984,5.004807949248137,2.430059975288177,8.044769819403385,-2.9072769418316966,0.005924395617768498,0.0010854473624858083
hourly prices,13,579,7,0.038461538461538464,1.0,42.23917204886675,-2.6284641393577433,126.84179621953406,158.28904781939224,11.806498145385113,17.42120798950032,-1.7763349989024233,0.011942017226087336,0.3498496929608799
global security,408,627,7,0.045454545454545456,0.06666666666666668,22.21116506308317,-3.42008911846206,26.520838266493286,26.902812598295842,6.719610426741908,12.334320270857114,-2.76130076246593,0.010935088920744618,0.016704704181389515
visual language,369,1084,7,0.025,0.06666666666666668,19.53467631340027,-3.903943311558181,21.122728382910203,21.397028886533665,6.074731354101174,11.689441198216386,-2.6104598727133457,0.006320335233888836,0.018335654310738744
social networks,5779,48,7,0.25,0.008695652173913044,21.382502026855946,-5.897289825326243,24.065106772221764,25.834488754804692,6.602790746218682,12.217500590333891,-2.5101401596319017,0.12577453487723975,0.0011973543940923964
